"","Group.1","Group.2","Group.3","x"
"1517",2010,"January",13,597.152777777778
"1518",2011,"January",13,561.134803921569
"1519",2012,"January",13,697.664351851852
"1520",2013,"January",13,514.838235294118
"1521",2014,"January",13,631.290322580645
"1522",2015,"January",13,541.541666666667
"1523",2016,"January",13,522.496031746032
"1524",2017,"January",13,583.385964912281
"1525",2018,"January",13,485.023550724638
"1526",2019,"January",13,419.325833333333
"1527",2009,"July",13,602.441176470588
"1528",2010,"July",13,608.467592592593
"1529",2011,"July",13,644.029411764706
"1530",2012,"July",13,864.766203703704
"1531",2013,"July",13,504.946078431373
"1532",2014,"July",13,456.908854166667
"1533",2015,"July",13,512.824786324786
"1534",2016,"July",13,611.889880952381
"1535",2017,"July",13,639.383130081301
"1536",2018,"July",13,748.134166666667
"1537",2019,"July",13,463.19391025641
"1538",2009,"June",13,474.661764705882
"1539",2010,"June",13,461.752314814815
"1540",2011,"June",13,410.252450980392
"1541",2012,"June",13,641.884259259259
"1542",2013,"June",13,578.512254901961
"1543",2014,"June",13,683.041666666667
"1544",2015,"June",13,525.502032520325
"1545",2016,"June",13,439.888888888889
"1546",2017,"June",13,581.446271929825
"1547",2018,"June",13,561.668402777778
"1548",2019,"June",13,563.684640522876
"1549",2010,"March",13,587.993055555556
"1550",2011,"March",13,536.526960784314
"1551",2012,"March",13,728.414351851852
"1552",2013,"March",13,646.701388888889
"1553",2014,"March",13,725.708333333333
"1554",2015,"March",13,820.855855855856
"1555",2016,"March",13,741.03373015873
"1556",2017,"March",13,604.797008547009
"1557",2018,"March",13,669.182624113475
"1558",2019,"March",13,673.148936170213
"1559",2009,"May",13,671.75
"1560",2010,"May",13,621.388888888889
"1561",2011,"May",13,767.56862745098
"1562",2012,"May",13,349.840277777778
"1563",2013,"May",13,593.344907407407
"1564",2014,"May",13,594.415277777778
"1565",2015,"May",13,569.613247863248
"1566",2016,"May",13,768.691860465116
"1567",2017,"May",13,583.737938596491
"1568",2018,"May",13,502.468971631206
"1569",2019,"May",13,533.216666666667
"1570",2009,"November",13,813.909722222222
"1571",2010,"November",13,417.791666666667
"1572",2011,"November",13,408.713235294118
"1573",2012,"November",13,701.694444444444
"1574",2013,"November",13,564.666666666667
"1575",2014,"November",13,675.058080808081
"1576",2015,"November",13,779.47662601626
"1577",2016,"November",13,428.431623931624
"1578",2017,"November",13,654.324275362319
"1579",2018,"November",13,592.740196078431
"1580",2009,"October",13,582.981481481482
"1581",2010,"October",13,595.31862745098
"1582",2011,"October",13,681.811274509804
"1583",2012,"October",13,556.997685185185
"1584",2013,"October",13,433.237068965517
"1585",2014,"October",13,521.236111111111
"1586",2015,"October",13,617.619658119658
"1587",2016,"October",13,635.839583333333
"1588",2017,"October",13,691.187037037037
"1589",2018,"October",13,566.508986928105
"1590",2009,"September",13,398.279411764706
"1591",2010,"September",13,636.81074168798
"1592",2011,"September",13,609.433823529412
"1593",2012,"September",13,670.975490196078
"1594",2013,"September",13,743.168333333333
"1595",2014,"September",13,529.694010416667
"1596",2015,"September",13,560.470833333333
"1597",2016,"September",13,573.72619047619
"1598",2017,"September",13,581.167658730159
"1599",2018,"September",13,660.650641025641
"1600",2010,"April",14,685.68287037037
"1601",2011,"April",14,750.857843137255
"1602",2012,"April",14,628.650462962963
"1603",2013,"April",14,481.453703703704
"1604",2014,"April",14,706.44921875
"1605",2015,"April",14,667.777777777778
"1606",2016,"April",14,757.786585365854
"1607",2017,"April",14,516.641447368421
"1608",2018,"April",14,518.733506944444
"1609",2019,"April",14,523.774659863946
"1610",2009,"August",14,815.269607843137
"1611",2010,"August",14,535.073529411765
"1612",2011,"August",14,445.696078431373
"1613",2012,"August",14,614.631944444444
"1614",2013,"August",14,641.361979166667
"1615",2014,"August",14,629.755208333333
"1616",2015,"August",14,688.004385964912
"1617",2016,"August",14,591.794791666667
"1618",2017,"August",14,611.054166666667
"1619",2018,"August",14,612.619281045752
"1620",2009,"December",14,715.784722222222
"1621",2010,"December",14,747.884803921569
"1622",2011,"December",14,752.56862745098
"1623",2012,"December",14,806.460648148148
"1624",2013,"December",14,713.610632183908
"1625",2014,"December",14,532.626302083333
"1626",2015,"December",14,684.258130081301
"1627",2016,"December",14,700.032051282051
"1628",2017,"December",14,719.667534722222
"1629",2018,"December",14,676.774509803922
"1630",2010,"February",14,586.081018518518
"1631",2011,"February",14,715.5
"1632",2012,"February",14,755.752314814815
"1633",2013,"February",14,770.736111111111
"1634",2014,"February",14,808.940860215054
"1635",2015,"February",14,696.256944444444
"1636",2016,"February",14,677.100198412698
"1637",2017,"February",14,652.247807017544
"1638",2018,"February",14,725.163194444444
"1639",2019,"February",14,641.81887755102
"1640",2010,"January",14,644.928240740741
"1641",2011,"January",14,675.889705882353
"1642",2012,"January",14,454.884259259259
"1643",2013,"January",14,681.262254901961
"1644",2014,"January",14,526.451822916667
"1645",2015,"January",14,611.524739583333
"1646",2016,"January",14,607.712301587302
"1647",2017,"January",14,500.726973684211
"1648",2018,"January",14,574.395833333333
"1649",2019,"January",14,515.34
"1650",2009,"July",14,633.852941176471
"1651",2010,"July",14,605.37037037037
"1652",2011,"July",14,676.06862745098
"1653",2012,"July",14,590.99537037037
"1654",2013,"July",14,418.203431372549
"1655",2014,"July",14,554.380208333333
"1656",2015,"July",14,520.30235042735
"1657",2016,"July",14,670.235119047619
"1658",2017,"July",14,690.567073170732
"1659",2018,"July",14,616.876700680272
"1660",2019,"July",14,351.262019230769
"1661",2009,"June",14,380.117647058824
"1662",2010,"June",14,404.108796296296
"1663",2011,"June",14,614.598039215686
"1664",2012,"June",14,656.166666666667
"1665",2013,"June",14,750.377450980392
"1666",2014,"June",14,501.575980392157
"1667",2015,"June",14,430.413617886179
"1668",2016,"June",14,575.108134920635
"1669",2017,"June",14,601.901315789474
"1670",2018,"June",14,586.737847222222
"1671",2019,"June",14,661.315705128205
"1672",2010,"March",14,666.659722222222
"1673",2011,"March",14,710.078431372549
"1674",2012,"March",14,729.451388888889
"1675",2013,"March",14,719.00462962963
"1676",2014,"March",14,840.454301075269
"1677",2015,"March",14,645.45045045045
"1678",2016,"March",14,645.301587301587
"1679",2017,"March",14,596.366452991453
"1680",2018,"March",14,704.645390070922
"1681",2019,"March",14,704.758680555556
"1682",2009,"May",14,702.125
"1683",2010,"May",14,728.928240740741
"1684",2011,"May",14,451.171568627451
"1685",2012,"May",14,636.768518518518
"1686",2013,"May",14,616.719907407407
"1687",2014,"May",14,619.252777777778
"1688",2015,"May",14,606.375
"1689",2016,"May",14,653.596899224806
"1690",2017,"May",14,497.823464912281
"1691",2018,"May",14,587.046985815603
"1692",2019,"May",14,571.460833333333
"1693",2009,"November",14,577.592592592593
"1694",2010,"November",14,406.489583333333
"1695",2011,"November",14,640.301470588235
"1696",2012,"November",14,696.921296296296
"1697",2013,"November",14,675.343390804598
"1698",2014,"November",14,734.462121212121
"1699",2015,"November",14,606.87906504065
"1700",2016,"November",14,592.434210526316
"1701",2017,"November",14,660.321557971014
"1702",2018,"November",14,598.044934640523
"1703",2009,"October",14,586.032407407407
"1704",2010,"October",14,693.713235294118
"1705",2011,"October",14,771.34068627451
"1706",2012,"October",14,564.150462962963
"1707",2013,"October",14,552.873563218391
"1708",2014,"October",14,576.718434343434
"1709",2015,"October",14,648.768162393162
"1710",2016,"October",14,743.565625
"1711",2017,"October",14,633.953703703704
"1712",2018,"October",14,485.022058823529
"1713",2009,"September",14,625.664215686274
"1714",2010,"September",14,691.097435897436
"1715",2011,"September",14,598.617647058824
"1716",2012,"September",14,755.308823529412
"1717",2013,"September",14,529.348333333333
"1718",2014,"September",14,448.026041666667
"1719",2015,"September",14,602.228125
"1720",2016,"September",14,617.920634920635
"1721",2017,"September",14,605.645833333333
"1722",2018,"September",14,754.394230769231
"1723",2010,"April",15,707.638888888889
"1724",2011,"April",15,885.627450980392
"1725",2012,"April",15,487.25462962963
"1726",2013,"April",15,610.837962962963
"1727",2014,"April",15,755.061827956989
"1728",2015,"April",15,672.195512820513
"1729",2016,"April",15,874.393849206349
"1730",2017,"April",15,591.867324561404
"1731",2018,"April",15,461.057291666667
"1732",2019,"April",15,667.759353741497
"1733",2009,"August",15,553.627450980392
"1734",2010,"August",15,425.963235294118
"1735",2011,"August",15,574.906862745098
"1736",2012,"August",15,649.18287037037
"1737",2013,"August",15,714.963541666667
"1738",2014,"August",15,766.526041666667
"1739",2015,"August",15,619.405982905983
"1740",2016,"August",15,676.153846153846
"1741",2017,"August",15,561.132936507937
"1742",2018,"August",15,619.803921568627
"1743",2009,"December",15,740.738425925926
"1744",2010,"December",15,711.446078431373
"1745",2011,"December",15,760.036764705882
"1746",2012,"December",15,638.152777777778
"1747",2013,"December",15,577.452380952381
"1748",2014,"December",15,633.4375
"1749",2015,"December",15,702.211382113821
"1750",2016,"December",15,738.481837606838
"1751",2017,"December",15,819.103298611111
"1752",2018,"December",15,561.994281045752
"1753",2010,"February",15,666.400462962963
"1754",2011,"February",15,662.502604166667
"1755",2012,"February",15,694.905092592593
"1756",2013,"February",15,799.8125
"1757",2014,"February",15,607.421875
"1758",2015,"February",15,530.635416666667
"1759",2016,"February",15,654.118055555556
"1760",2017,"February",15,630.140350877193
"1761",2018,"February",15,709.625868055556
"1762",2019,"February",15,689.796666666667
"1763",2010,"January",15,710.185185185185
"1764",2011,"January",15,488.061274509804
"1765",2012,"January",15,540.053240740741
"1766",2013,"January",15,726.904411764706
"1767",2014,"January",15,558.399739583333
"1768",2015,"January",15,631.223958333333
"1769",2016,"January",15,719.21626984127
"1770",2017,"January",15,510.644736842105
"1771",2018,"January",15,651.130434782609
"1772",2019,"January",15,532.414166666667
"1773",2009,"July",15,674.424019607843
"1774",2010,"July",15,654.726851851852
"1775",2011,"July",15,778.406862745098
"1776",2012,"July",15,533.284722222222
"1777",2013,"July",15,626.708333333333
"1778",2014,"July",15,551.645833333333
"1779",2015,"July",15,590.980769230769
"1780",2016,"July",15,779.767857142857
"1781",2017,"July",15,583.939024390244
"1782",2018,"July",15,481.923469387755
"1783",2019,"July",15,516.456730769231
"1784",2009,"June",15,602.264705882353
"1785",2010,"June",15,571.814814814815
"1786",2011,"June",15,659.93137254902
"1787",2012,"June",15,779.395833333333
"1788",2013,"June",15,547.71568627451
"1789",2014,"June",15,437.306818181818
"1790",2015,"June",15,560.710365853659
"1791",2016,"June",15,613.549603174603
"1792",2017,"June",15,628.85472972973
"1793",2018,"June",15,628.838541666667
"1794",2019,"June",15,544.838942307692
"1795",2010,"March",15,658.997685185185
"1796",2011,"March",15,662.546568627451
"1797",2012,"March",15,725.24537037037
"1798",2013,"March",15,820.652777777778
"1799",2014,"March",15,613.630376344086
"1800",2015,"March",15,552.656531531532
"1801",2016,"March",15,674.359437751004
"1802",2017,"March",15,588.366228070175
"1803",2018,"March",15,705.562056737589
"1804",2019,"March",15,786.203993055556
"1805",2009,"May",15,806.297222222222
"1806",2010,"May",15,506.696759259259
"1807",2011,"May",15,404.617647058824
"1808",2012,"May",15,676.175925925926
"1809",2013,"May",15,596.115740740741
"1810",2014,"May",15,651.618055555556
"1811",2015,"May",15,710.893162393162
"1812",2016,"May",15,510.77519379845
"1813",2017,"May",15,559.4375
"1814",2018,"May",15,588.817375886525
"1815",2019,"May",15,573.895833333333
"1816",2009,"November",15,447.226851851852
"1817",2010,"November",15,631.416666666667
"1818",2011,"November",15,652.151960784314
"1819",2012,"November",15,714.136574074074
"1820",2013,"November",15,777.252873563218
"1821",2014,"November",15,566.618686868687
"1822",2015,"November",15,549.399390243902
"1823",2016,"November",15,653.188596491228
"1824",2017,"November",15,682.947463768116
"1825",2018,"November",15,652.175480769231
"1826",2009,"October",15,601.946759259259
"1827",2010,"October",15,614.230392156863
"1828",2011,"October",15,467.397058823529
"1829",2012,"October",15,671.979166666667
"1830",2013,"October",15,624.978448275862
"1831",2014,"October",15,613.007575757576
"1832",2015,"October",15,651.378205128205
"1833",2016,"October",15,564.596875
"1834",2017,"October",15,563.949074074074
"1835",2018,"October",15,565.146241830065
"1836",2009,"September",15,664.174019607843
"1837",2010,"September",15,670.722646310433
"1838",2011,"September",15,644.791666666667
"1839",2012,"September",15,572.924019607843
"1840",2013,"September",15,476.478333333333
"1841",2014,"September",15,552.625
"1842",2015,"September",15,572.198958333333
"1843",2016,"September",15,607.031746031746
"1844",2017,"September",15,662.626984126984
"1845",2018,"September",15,451.600961538462
"1846",2010,"April",16,825.907407407407
"1847",2011,"April",16,602.779411764706
"1848",2012,"April",16,685.368055555556
"1849",2013,"April",16,686.891203703704
"1850",2014,"April",16,768.177419354839
"1851",2015,"April",16,693.88449197861
"1852",2016,"April",16,662.914682539683
"1853",2017,"April",16,518.197368421053
"1854",2018,"April",16,609.529513888889
"1855",2019,"April",16,682.450680272109
"1856",2009,"August",16,374.394607843137
"1857",2010,"August",16,602.84068627451
"1858",2011,"August",16,611.151960784314
"1859",2012,"August",16,684.356481481482
"1860",2013,"August",16,852.802083333333
"1861",2014,"August",16,596.5625
"1862",2015,"August",16,493.996710526316
"1863",2016,"August",16,690.418803418803
"1864",2017,"August",16,610.450203252033
"1865",2018,"August",16,635.144607843137
"1866",2009,"December",16,667.756944444444
"1867",2010,"December",16,767.100490196078
"1868",2011,"December",16,824.367647058824
"1869",2012,"December",16,524.840277777778
"1870",2013,"December",16,693.779761904762
"1871",2014,"December",16,639.533854166667
"1872",2015,"December",16,745.946138211382
"1873",2016,"December",16,813.332264957265
"1874",2017,"December",16,665.950520833333
"1875",2018,"December",16,438.667483660131
"1876",2010,"February",16,667.805555555556
"1877",2011,"February",16,676.096354166667
"1878",2012,"February",16,665.377314814815
"1879",2013,"February",16,579.368055555556
"1880",2014,"February",16,501.459635416667
"1881",2015,"February",16,604.211805555556
"1882",2016,"February",16,635.612103174603
"1883",2017,"February",16,620.449561403509
"1884",2018,"February",16,800.9140625
"1885",2019,"February",16,526.8525
"1886",2010,"January",16,437.331018518519
"1887",2011,"January",16,552.200980392157
"1888",2012,"January",16,679.226851851852
"1889",2013,"January",16,745.136574074074
"1890",2014,"January",16,518.119791666667
"1891",2015,"January",16,753.580729166667
"1892",2016,"January",16,584.668650793651
"1893",2017,"January",16,596.294956140351
"1894",2018,"January",16,729.869565217391
"1895",2019,"January",16,575.418367346939
"1896",2009,"July",16,698.397058823529
"1897",2010,"July",16,753.395833333333
"1898",2011,"July",16,526.561274509804
"1899",2012,"July",16,649.481481481482
"1900",2013,"July",16,642.389705882353
"1901",2014,"July",16,593.151041666667
"1902",2015,"July",16,615.443376068376
"1903",2016,"July",16,688.929563492063
"1904",2017,"July",16,412.941056910569
"1905",2018,"July",16,583.159863945578
"1906",2019,"July",16,538.995993589744
"1907",2009,"June",16,610.424019607843
"1908",2010,"June",16,575.814814814815
"1909",2011,"June",16,664.742647058824
"1910",2012,"June",16,531.599537037037
"1911",2013,"June",16,407.279411764706
"1912",2014,"June",16,524.396464646465
"1913",2015,"June",16,573.161585365854
"1914",2016,"June",16,579.657738095238
"1915",2017,"June",16,741.940315315315
"1916",2018,"June",16,558.631076388889
"1917",2019,"June",16,396.185897435897
"1918",2010,"March",16,665.405092592593
"1919",2011,"March",16,679.441176470588
"1920",2012,"March",16,815.907407407407
"1921",2013,"March",16,542.018518518518
"1922",2014,"March",16,590.399193548387
"1923",2015,"March",16,668.948198198198
"1924",2016,"March",16,700.350597609562
"1925",2017,"March",16,605.740131578947
"1926",2018,"March",16,798.390957446809
"1927",2019,"March",16,592.741319444444
"1928",2009,"May",16,502.841666666667
"1929",2010,"May",16,416.048611111111
"1930",2011,"May",16,609.612745098039
"1931",2012,"May",16,680.578703703704
"1932",2013,"May",16,610.402777777778
"1933",2014,"May",16,748.14247311828
"1934",2015,"May",16,594.707264957265
"1935",2016,"May",16,624.625968992248
"1936",2017,"May",16,593.016447368421
"1937",2018,"May",16,613.632978723404
"1938",2019,"May",16,593.839166666667
"1939",2009,"November",16,662.018518518518
"1940",2010,"November",16,671.096354166667
"1941",2011,"November",16,673.718137254902
"1942",2012,"November",16,814.738425925926
"1943",2013,"November",16,626.564655172414
"1944",2014,"November",16,458.350260416667
"1945",2015,"November",16,662.72662601626
"1946",2016,"November",16,695.421052631579
"1947",2017,"November",16,666.607789855072
"1948",2018,"November",16,750.022435897436
"1949",2009,"October",16,711.347222222222
"1950",2010,"October",16,447.225490196078
"1951",2011,"October",16,344.862745098039
"1952",2012,"October",16,623.090277777778
"1953",2013,"October",16,624.825
"1954",2014,"October",16,629.52398989899
"1955",2015,"October",16,708.929487179487
"1956",2016,"October",16,463.266666666667
"1957",2017,"October",16,598.069444444444
"1958",2018,"October",16,537.627450980392
"1959",2009,"September",16,680.838235294118
"1960",2010,"September",16,693.926020408163
"1961",2011,"September",16,747.080882352941
"1962",2012,"September",16,454.558823529412
"1963",2013,"September",16,549.628333333333
"1964",2014,"September",16,528.934895833333
"1965",2015,"September",16,617.105208333333
"1966",2016,"September",16,778.862103174603
"1967",2017,"September",16,525.725775193798
"1968",2018,"September",16,420.467147435897
"1969",2010,"April",17,573.553240740741
"1970",2011,"April",17,627.852941176471
"1971",2012,"April",17,729.935185185185
"1972",2013,"April",17,700.349537037037
"1973",2014,"April",17,846.564516129032
"1974",2015,"April",17,751.433760683761
"1975",2016,"April",17,580.246951219512
"1976",2017,"April",17,440.164473684211
"1977",2018,"April",17,680.126736111111
"1978",2019,"April",17,663.671768707483
"1979",2009,"August",17,636.598039215686
"1980",2010,"August",17,639.134803921569
"1981",2011,"August",17,581.43137254902
"1982",2012,"August",17,748.412037037037
"1983",2013,"August",17,621.169270833333
"1984",2014,"August",17,488.235677083333
"1985",2015,"August",17,528.217105263158
"1986",2016,"August",17,677.326923076923
"1987",2017,"August",17,584.674796747967
"1988",2018,"August",17,746.017156862745
"1989",2009,"December",17,678.902777777778
"1990",2010,"December",17,794.095588235294
"1991",2011,"December",17,538.710784313726
"1992",2012,"December",17,759.8125
"1993",2013,"December",17,714.127873563218
"1994",2014,"December",17,739.291666666667
"1995",2015,"December",17,698.451219512195
"1996",2016,"December",17,602.464583333333
"1997",2017,"December",17,568.732638888889
"1998",2018,"December",17,612.420751633987
"1999",2010,"February",17,680.12037037037
"2000",2011,"February",17,702.432291666667
"2001",2012,"February",17,835.925925925926
"2002",2013,"February",17,464.016203703704
"2003",2014,"February",17,644.083333333333
"2004",2015,"February",17,624.495495495495
"2005",2016,"February",17,676.738095238095
"2006",2017,"February",17,683.832264957265
"2007",2018,"February",17,877.131205673759
"2008",2019,"February",17,463.988333333333
"2009",2010,"January",17,396.386574074074
"2010",2011,"January",17,646.803921568627
"2011",2012,"January",17,630.553240740741
"2012",2013,"January",17,657.888888888889
"2013",2014,"January",17,579.342447916667
"2014",2015,"January",17,593.036290322581
"2015",2016,"January",17,546.326388888889
"2016",2017,"January",17,577.34100877193
"2017",2018,"January",17,722.76268115942
"2018",2019,"January",17,585.1625
"2019",2009,"July",17,785.004901960784
"2020",2010,"July",17,523.9375
"2021",2011,"July",17,400.147058823529
"2022",2012,"July",17,671.266203703704
"2023",2013,"July",17,672.877450980392
"2024",2014,"July",17,567.923387096774
"2025",2015,"July",17,689.00641025641
"2026",2016,"July",17,551.270833333333
"2027",2017,"July",17,531.509146341463
"2028",2018,"July",17,595.15306122449
"2029",2019,"July",17,546.702724358974
"2030",2009,"June",17,646.987745098039
"2031",2010,"June",17,580.863425925926
"2032",2011,"June",17,737.289215686274
"2033",2012,"June",17,394.976851851852
"2034",2013,"June",17,564.289215686274
"2035",2014,"June",17,572.034090909091
"2036",2015,"June",17,645.969512195122
"2037",2016,"June",17,656.584325396825
"2038",2017,"June",17,584.554054054054
"2039",2018,"June",17,328.4375
"2040",2019,"June",17,545.342147435897
"2041",2010,"March",17,685.043981481482
"2042",2011,"March",17,690.321078431373
"2043",2012,"March",17,631.118055555556
"2044",2013,"March",17,465.93287037037
"2045",2014,"March",17,683.755376344086
"2046",2015,"March",17,652.564189189189
"2047",2016,"March",17,723.759240759241
"2048",2017,"March",17,729.930921052632
"2049",2018,"March",17,657.546985815603
"2050",2019,"March",17,477.594618055556
"2051",2009,"May",17,442.441666666667
"2052",2010,"May",17,597.62037037037
"2053",2011,"May",17,641.382352941176
"2054",2012,"May",17,714.104166666667
"2055",2013,"May",17,739.215277777778
"2056",2014,"May",17,632.712365591398
"2057",2015,"May",17,500.331196581197
"2058",2016,"May",17,641.019379844961
"2059",2017,"May",17,627.8125
"2060",2018,"May",17,606.152777777778
"2061",2019,"May",17,664.915
"2062",2009,"November",17,669.400462962963
"2063",2010,"November",17,739.708333333333
"2064",2011,"November",17,721.316176470588
"2065",2012,"November",17,594.854166666667
"2066",2013,"November",17,605.9875
"2067",2014,"November",17,621.928385416667
"2068",2015,"November",17,660.071138211382
"2069",2016,"November",17,763.009868421053
"2070",2017,"November",17,856.030797101449
"2071",2018,"November",17,579.760416666667
"2072",2009,"October",17,470.724537037037
"2073",2010,"October",17,379.502450980392
"2074",2011,"October",17,602.267156862745
"2075",2012,"October",17,655.740740740741
"2076",2013,"October",17,597.379166666667
"2077",2014,"October",17,728.068181818182
"2078",2015,"October",17,614.853632478632
"2079",2016,"October",17,580.395299145299
"2080",2017,"October",17,633.452777777778
"2081",2018,"October",17,591.15114379085
"2082",2009,"September",17,595.5
"2083",2010,"September",17,775.654911838791
"2084",2011,"September",17,484.044117647059
"2085",2012,"September",17,627.25
"2086",2013,"September",17,623.635
"2087",2014,"September",17,568.111979166667
"2088",2015,"September",17,595.661458333333
"2089",2016,"September",17,622.701388888889
"2090",2017,"September",17,492.498106060606
"2091",2018,"September",17,601.795673076923
"2092",2010,"April",18,453.6875
"2093",2011,"April",18,711.098039215686
"2094",2012,"April",18,744.944444444444
"2095",2013,"April",18,690.627314814815
"2096",2014,"April",18,483.430107526882
"2097",2015,"April",18,596.57905982906
"2098",2016,"April",18,688.531504065041
"2099",2017,"April",18,617.34100877193
"2100",2018,"April",18,706.636524822695
"2101",2019,"April",18,725.53748946925
"2102",2009,"August",18,646.098039215686
"2103",2010,"August",18,607.102941176471
"2104",2011,"August",18,626.862745098039
"2105",2012,"August",18,549.958333333333
"2106",2013,"August",18,449.1875
"2107",2014,"August",18,520.89453125
"2108",2015,"August",18,545.877192982456
"2109",2016,"August",18,731.837606837607
"2110",2017,"August",18,612.631944444444
"2111",2018,"August",18,510.667483660131
"2112",2009,"December",18,850.706018518518
"2113",2010,"December",18,505.257352941176
"2114",2011,"December",18,449.735294117647
"2115",2012,"December",18,791.409722222222
"2116",2013,"December",18,768.772988505747
"2117",2014,"December",18,678.942204301075
"2118",2015,"December",18,741.37093495935
"2119",2016,"December",18,525.683333333333
"2120",2017,"December",18,663.776909722222
"2121",2018,"December",18,630.930555555556
"2122",2010,"February",18,694.143518518518
"2123",2011,"February",18,782.544270833333
"2124",2012,"February",18,638.465277777778
"2125",2013,"February",18,621.298611111111
"2126",2014,"February",18,651.454427083333
"2127",2015,"February",18,708.807432432432
"2128",2016,"February",18,701.757936507937
"2129",2017,"February",18,695.535087719298
"2130",2018,"February",18,773.140070921986
"2131",2019,"February",18,574.2275
"2132",2010,"January",18,584.768518518518
"2133",2011,"January",18,662.700980392157
"2134",2012,"January",18,704.68287037037
"2135",2013,"January",18,761.217592592593
"2136",2014,"January",18,586.69921875
"2137",2015,"January",18,583.557795698925
"2138",2016,"January",18,624.605158730159
"2139",2017,"January",18,658.395833333333
"2140",2018,"January",18,631.783514492754
"2141",2019,"January",18,654.038333333333
"2142",2009,"July",18,517.044117647059
"2143",2010,"July",18,401.398148148148
"2144",2011,"July",18,586.936274509804
"2145",2012,"July",18,659.043981481482
"2146",2013,"July",18,655.485294117647
"2147",2014,"July",18,655.114247311828
"2148",2015,"July",18,662.864316239316
"2149",2016,"July",18,630.253968253968
"2150",2017,"July",18,548.975609756098
"2151",2018,"July",18,636.658048373645
"2152",2019,"July",18,583.284455128205
"2153",2009,"June",18,679.149509803922
"2154",2010,"June",18,722.956018518518
"2155",2011,"June",18,537.497549019608
"2156",2012,"June",18,617.773148148148
"2157",2013,"June",18,607.686274509804
"2158",2014,"June",18,585.157828282828
"2159",2015,"June",18,622.630081300813
"2160",2016,"June",18,554.460317460317
"2161",2017,"June",18,446.751126126126
"2162",2018,"June",18,545.384548611111
"2163",2019,"June",18,515.924679487179
"2164",2010,"March",18,690.013888888889
"2165",2011,"March",18,749.794117647059
"2166",2012,"March",18,529.974537037037
"2167",2013,"March",18,684.381944444444
"2168",2014,"March",18,682.708333333333
"2169",2015,"March",18,690.560810810811
"2170",2016,"March",18,728.332003988036
"2171",2017,"March",18,586.0625
"2172",2018,"March",18,589.214539007092
"2173",2019,"March",18,653.185763888889
"2174",2009,"May",18,670.388888888889
"2175",2010,"May",18,626.12962962963
"2176",2011,"May",18,632.683823529412
"2177",2012,"May",18,838.74537037037
"2178",2013,"May",18,570.99537037037
"2179",2014,"May",18,492.294270833333
"2180",2015,"May",18,604.900641025641
"2181",2016,"May",18,688.616071428571
"2182",2017,"May",18,633.121710526316
"2183",2018,"May",18,696.059397163121
"2184",2019,"May",18,528.093333333333
"2185",2009,"November",18,688.199074074074
"2186",2010,"November",18,672.067708333333
"2187",2011,"November",18,738.470588235294
"2188",2012,"November",18,496.342592592593
"2189",2013,"November",18,713.936111111111
"2190",2014,"November",18,659.089960886571
"2191",2015,"November",18,697.741869918699
"2192",2016,"November",18,746.413461538462
"2193",2017,"November",18,607.505555555556
"2194",2018,"November",18,508.130608974359
"2195",2009,"October",18,399.418981481481
"2196",2010,"October",18,607.68137254902
"2197",2011,"October",18,626.580882352941
"2198",2012,"October",18,722.659722222222
"2199",2013,"October",18,761.986111111111
"2200",2014,"October",18,557.330808080808
"2201",2015,"October",18,537.598290598291
"2202",2016,"October",18,554.893162393162
"2203",2017,"October",18,627.151851851852
"2204",2018,"October",18,598.902777777778
"2205",2009,"September",18,784.84068627451
"2206",2010,"September",18,511.684478371501
"2207",2011,"September",18,400.678921568627
"2208",2012,"September",18,608.117647058824
"2209",2013,"September",18,590.318333333333
"2210",2014,"September",18,579.77734375
"2211",2015,"September",18,719.128125
"2212",2016,"September",18,443.121031746032
"2213",2017,"September",18,571.387310606061
"2214",2018,"September",18,597.538461538462
"2215",2010,"April",19,628.418981481482
"2216",2011,"April",19,738.269607843137
"2217",2012,"April",19,756.888888888889
"2218",2013,"April",19,803.55787037037
"2219",2014,"April",19,677.006944444444
"2220",2015,"April",19,413.786324786325
"2221",2016,"April",19,711.149390243902
"2222",2017,"April",19,636.987938596491
"2223",2018,"April",19,722.345744680851
"2224",2019,"April",19,528.539215686274
"2225",2009,"August",19,681.56862745098
"2226",2010,"August",19,665.267156862745
"2227",2011,"August",19,759.475490196078
"2228",2012,"August",19,476.462962962963
"2229",2013,"August",19,628.455729166667
"2230",2014,"August",19,566.341145833333
"2231",2015,"August",19,593.646367521368
"2232",2016,"August",19,681.373931623932
"2233",2017,"August",19,555.552579365079
"2234",2018,"August",19,405.241830065359
"2235",2009,"December",19,544.708333333333
"2236",2010,"December",19,366.828431372549
"2237",2011,"December",19,707.426470588235
"2238",2012,"December",19,761.1875
"2239",2013,"December",19,660.972701149425
"2240",2014,"December",19,782.708333333333
"2241",2015,"December",19,491.416666666667
"2242",2016,"December",19,668.605208333333
"2243",2017,"December",19,613.734375
"2244",2018,"December",19,649.069444444444
"2245",2010,"February",19,781.023148148148
"2246",2011,"February",19,555.377604166667
"2247",2012,"February",19,523.020833333333
"2248",2013,"February",19,612.638888888889
"2249",2014,"February",19,647.765625
"2250",2015,"February",19,722.672297297297
"2251",2016,"February",19,730.997023809524
"2252",2017,"February",19,495.59100877193
"2253",2018,"February",19,659.153645833333
"2254",2019,"February",19,596.401666666667
"2255",2010,"January",19,662.953703703704
"2256",2011,"January",19,699.051470588235
