"","Group.1","Group.2","Group.3","x"
"764",2014,"December",7,462.161458333333
"765",2015,"December",7,650.308943089431
"766",2016,"December",7,733.43125
"767",2017,"December",7,657.843971631206
"768",2018,"December",7,614.566666666667
"769",2010,"February",7,443.87037037037
"770",2011,"February",7,614.94362745098
"771",2012,"February",7,669.826388888889
"772",2013,"February",7,660.3125
"773",2014,"February",7,666.546875
"774",2015,"February",7,528.074074074074
"775",2016,"February",7,538.804563492063
"776",2017,"February",7,619.409722222222
"777",2018,"February",7,615.713541666667
"778",2019,"February",7,581.631944444444
"779",2010,"January",7,600.87037037037
"780",2011,"January",7,593.002450980392
"781",2012,"January",7,462.335648148148
"782",2013,"January",7,596.622549019608
"783",2014,"January",7,597.86328125
"784",2015,"January",7,539.320707070707
"785",2016,"January",7,626.666666666667
"786",2017,"January",7,390.990990990991
"787",2018,"January",7,482.753623188406
"788",2019,"January",7,543.433159722222
"789",2009,"July",7,686.980392156863
"790",2010,"July",7,674.282407407407
"791",2011,"July",7,644.977941176471
"792",2012,"July",7,621.224537037037
"793",2013,"July",7,469.566176470588
"794",2014,"July",7,601.466145833333
"795",2015,"July",7,631.310897435897
"796",2016,"July",7,682.474593495935
"797",2017,"July",7,816.748958333333
"798",2018,"July",7,518.655
"799",2019,"July",7,397.741352201258
"800",2009,"June",7,512.169117647059
"801",2010,"June",7,587.305555555556
"802",2011,"June",7,561.080882352941
"803",2012,"June",7,686.19212962963
"804",2013,"June",7,764.519607843137
"805",2014,"June",7,552.095052083333
"806",2015,"June",7,548.979674796748
"807",2016,"June",7,588.220930232558
"808",2017,"June",7,625.763157894737
"809",2018,"June",7,605.513020833333
"810",2019,"June",7,656.731209150327
"811",2010,"March",7,494.590277777778
"812",2011,"March",7,677.955882352941
"813",2012,"March",7,741.969907407407
"814",2013,"March",7,720.62962962963
"815",2014,"March",7,795.963709677419
"816",2015,"March",7,739.10472972973
"817",2016,"March",7,672.423
"818",2017,"March",7,643.458333333333
"819",2018,"March",7,726.226063829787
"820",2019,"March",7,684.868333333333
"821",2009,"May",7,715.177777777778
"822",2010,"May",7,762.965277777778
"823",2011,"May",7,491.767156862745
"824",2012,"May",7,651.405092592593
"825",2013,"May",7,636.199074074074
"826",2014,"May",7,618.525862068965
"827",2015,"May",7,626.836711711712
"828",2016,"May",7,647.263565891473
"829",2017,"May",7,441.260964912281
"830",2018,"May",7,585.0859375
"831",2019,"May",7,595.760620915033
"832",2009,"November",7,524.583333333333
"833",2010,"November",7,398.058823529412
"834",2011,"November",7,645.151960784314
"835",2012,"November",7,692.62037037037
"836",2013,"November",7,628.995833333333
"837",2014,"November",7,722.612373737374
"838",2015,"November",7,582.877136752137
"839",2016,"November",7,579.075854700855
"840",2017,"November",7,431.444746376812
"841",2018,"November",7,570.721666666667
"842",2009,"October",7,624.858796296296
"843",2010,"October",7,695.811274509804
"844",2011,"October",7,750.122549019608
"845",2012,"October",7,403.525462962963
"846",2013,"October",7,623.587962962963
"847",2014,"October",7,577.77904040404
"848",2015,"October",7,627.738247863248
"849",2016,"October",7,696.397435897436
"850",2017,"October",7,590.714814814815
"851",2018,"October",7,447.446078431373
"852",2009,"September",7,589.958333333333
"853",2010,"September",7,655.443037974684
"854",2011,"September",7,616.352941176471
"855",2012,"September",7,762.350490196078
"856",2013,"September",7,555.228333333333
"857",2014,"September",7,448.505050505051
"858",2015,"September",7,531.003125
"859",2016,"September",7,668.584325396825
"860",2017,"September",7,567.727083333333
"861",2018,"September",7,766.583333333333
"862",2010,"April",8,747.224537037037
"863",2011,"April",8,857.617647058824
"864",2012,"April",8,515.469907407407
"865",2013,"April",8,683.027777777778
"866",2014,"April",8,631.514322916667
"867",2015,"April",8,719.261574074074
"868",2016,"April",8,841.821875
"869",2017,"April",8,526.270833333333
"870",2018,"April",8,540.93537414966
"871",2019,"April",8,653.659863945578
"872",2009,"August",8,570.522058823529
"873",2010,"August",8,490.703431372549
"874",2011,"August",8,609.230392156863
"875",2012,"August",8,590.020833333333
"876",2013,"August",8,705.692708333333
"877",2014,"August",8,746.682795698925
"878",2015,"August",8,577.351495726496
"879",2016,"August",8,620.02876984127
"880",2017,"August",8,621.057291666667
"881",2018,"August",8,600.015522875817
"882",2009,"December",8,614.560185185185
"883",2010,"December",8,640.411458333333
"884",2011,"December",8,736.34068627451
"885",2012,"December",8,554.8125
"886",2013,"December",8,585.80505952381
"887",2014,"December",8,643.161458333333
"888",2015,"December",8,670.315040650407
"889",2016,"December",8,707.436458333333
"890",2017,"December",8,810.11170212766
"891",2018,"December",8,536.227941176471
"892",2010,"February",8,591.99537037037
"893",2011,"February",8,612.580882352941
"894",2012,"February",8,691.138888888889
"895",2013,"February",8,736.594907407407
"896",2014,"February",8,497.141927083333
"897",2015,"February",8,455.391203703704
"898",2016,"February",8,660.124007936508
"899",2017,"February",8,605.747685185185
"900",2018,"February",8,656.723404255319
"901",2019,"February",8,643.740451388889
"902",2010,"January",8,586.462962962963
"903",2011,"January",8,374.703431372549
"904",2012,"January",8,385.094907407407
"905",2013,"January",8,608.360294117647
"906",2014,"January",8,658.447916666667
"907",2015,"January",8,598.669191919192
"908",2016,"January",8,649.883928571429
"909",2017,"January",8,377.825231481481
"910",2018,"January",8,595.486413043478
"911",2019,"January",8,563.804964539007
"912",2009,"July",8,714.178921568627
"913",2010,"July",8,679.69212962963
"914",2011,"July",8,729.536764705882
"915",2012,"July",8,481.796296296296
"916",2013,"July",8,677.117647058824
"917",2014,"July",8,613.462239583333
"918",2015,"July",8,673.037393162393
"919",2016,"July",8,819.770833333333
"920",2017,"July",8,626.693376068376
"921",2018,"July",8,477.391666666667
"922",2019,"July",8,592.251572327044
"923",2009,"June",8,344.061274509804
"924",2010,"June",8,586.430555555556
"925",2011,"June",8,580.90931372549
"926",2012,"June",8,747.94212962963
"927",2013,"June",8,551.732843137255
"928",2014,"June",8,527.680555555556
"929",2015,"June",8,470.992886178862
"930",2016,"June",8,600.281007751938
"931",2017,"June",8,607.002192982456
"932",2018,"June",8,623.053819444444
"933",2019,"June",8,506.087418300654
"934",2010,"March",8,524.087962962963
"935",2011,"March",8,684.30637254902
"936",2012,"March",8,764.659722222222
"937",2013,"March",8,845.162037037037
"938",2014,"March",8,737.756720430108
"939",2015,"March",8,844.19481981982
"940",2016,"March",8,648.634825870647
"941",2017,"March",8,652.270299145299
"942",2018,"March",8,755.755319148936
"943",2019,"March",8,735.857142857143
"944",2009,"May",8,813.577777777778
"945",2010,"May",8,534.155092592593
"946",2011,"May",8,346.490196078431
"947",2012,"May",8,711.988425925926
"948",2013,"May",8,681.141203703704
"949",2014,"May",8,659.01867816092
"950",2015,"May",8,746.140765765766
"951",2016,"May",8,454.264534883721
"952",2017,"May",8,540.268640350877
"953",2018,"May",8,620.546875
"954",2019,"May",8,592.878267973856
"955",2009,"November",8,375.048611111111
"956",2010,"November",8,661.377450980392
"957",2011,"November",8,616.666666666667
"958",2012,"November",8,701.743055555556
"959",2013,"November",8,670.0875
"960",2014,"November",8,479.364898989899
"961",2015,"November",8,497.613247863248
"962",2016,"November",8,633.412393162393
"963",2017,"November",8,693.411231884058
"964",2018,"November",8,624.564166666667
"965",2009,"October",8,634.81712962963
"966",2010,"October",8,773.490196078431
"967",2011,"October",8,503.046568627451
"968",2012,"October",8,620.939814814815
"969",2013,"October",8,644.055555555556
"970",2014,"October",8,601.049242424242
"971",2015,"October",8,672.752136752137
"972",2016,"October",8,612.91452991453
"973",2017,"October",8,462.719444444444
"974",2018,"October",8,579.920751633987
"975",2009,"September",8,602.958333333333
"976",2010,"September",8,676.858585858586
"977",2011,"September",8,631.200980392157
"978",2012,"September",8,543.654411764706
"979",2013,"September",8,474.791666666667
"980",2014,"September",8,553.805989583333
"981",2015,"September",8,564.216666666667
"982",2016,"September",8,663.100198412698
"983",2017,"September",8,693.552083333333
"984",2018,"September",8,574.593954248366
"985",2010,"April",9,826.803240740741
"986",2011,"April",9,495.245098039216
"987",2012,"April",9,399.548611111111
"988",2013,"April",9,714.409722222222
"989",2014,"April",9,640.264322916667
"990",2015,"April",9,764.248842592593
"991",2016,"April",9,660.034552845528
"992",2017,"April",9,442.175
"993",2018,"April",9,666.009353741497
"994",2019,"April",9,670.741496598639
"995",2009,"August",9,458.330882352941
"996",2010,"August",9,669.892156862745
"997",2011,"August",9,584.490196078431
"998",2012,"August",9,619.449074074074
"999",2013,"August",9,733.0078125
"1000",2014,"August",9,562.669270833333
"1001",2015,"August",9,500.418580375783
"1002",2016,"August",9,636.353174603175
"1003",2017,"August",9,636.935416666667
"1004",2018,"August",9,610.903594771242
"1005",2009,"December",9,738.016203703704
"1006",2010,"December",9,754.377604166667
"1007",2011,"December",9,778.188725490196
"1008",2012,"December",9,541.293981481482
"1009",2013,"December",9,597.50744047619
"1010",2014,"December",9,655.338541666667
"1011",2015,"December",9,718.409552845528
"1012",2016,"December",9,800.011458333333
"1013",2017,"December",9,659.144097222222
"1014",2018,"December",9,450.109477124183
"1015",2010,"February",9,584.041666666667
"1016",2011,"February",9,651.669117647059
"1017",2012,"February",9,712.175925925926
"1018",2013,"February",9,568.171296296296
"1019",2014,"February",9,428.239583333333
"1020",2015,"February",9,597.497685185185
"1021",2016,"February",9,659.06746031746
"1022",2017,"February",9,555.698198198198
"1023",2018,"February",9,740.389756944444
"1024",2019,"February",9,492.4296875
"1025",2010,"January",9,368.143518518519
"1026",2011,"January",9,378.899509803922
"1027",2012,"January",9,634.259259259259
"1028",2013,"January",9,643.100490196078
"1029",2014,"January",9,645.131510416667
"1030",2015,"January",9,623.017676767677
"1031",2016,"January",9,555.015873015873
"1032",2017,"January",9,575.949074074074
"1033",2018,"January",9,650.017210144928
"1034",2019,"January",9,614.89880952381
"1035",2009,"July",9,732.737745098039
"1036",2010,"July",9,780.023148148148
"1037",2011,"July",9,515.210784313726
"1038",2012,"July",9,677.905092592593
"1039",2013,"July",9,661.612745098039
"1040",2014,"July",9,563.71875
"1041",2015,"July",9,649.971153846154
"1042",2016,"July",9,654.084325396825
"1043",2017,"July",9,542.452991452991
"1044",2018,"July",9,596.48
"1045",2019,"July",9,589.26179245283
"1046",2009,"June",9,552.394607843137
"1047",2010,"June",9,569.652777777778
"1048",2011,"June",9,628.688725490196
"1049",2012,"June",9,522.578703703704
"1050",2013,"June",9,512.718137254902
"1051",2014,"June",9,418.330808080808
"1052",2015,"June",9,550.427845528455
"1053",2016,"June",9,622.770833333333
"1054",2017,"June",9,790.338815789474
"1055",2018,"June",9,618.212673611111
"1056",2019,"June",9,448.228758169935
"1057",2010,"March",9,663.002314814815
"1058",2011,"March",9,661.328431372549
"1059",2012,"March",9,883.75
"1060",2013,"March",9,722.259259259259
"1061",2014,"March",9,711.032258064516
"1062",2015,"March",9,704.263513513514
"1063",2016,"March",9,657.952143569292
"1064",2017,"March",9,651.087606837607
"1065",2018,"March",9,850.843971631206
"1066",2019,"March",9,612.337585034014
"1067",2009,"May",9,519.305555555556
"1068",2010,"May",9,425.263888888889
"1069",2011,"May",9,613.808823529412
"1070",2012,"May",9,709.694444444444
"1071",2013,"May",9,718.729166666667
"1072",2014,"May",9,723.351388888889
"1073",2015,"May",9,562.039473684211
"1074",2016,"May",9,559.753875968992
"1075",2017,"May",9,590.151315789474
"1076",2018,"May",9,697.067708333333
"1077",2019,"May",9,591.254901960784
"1078",2009,"November",9,604.747685185185
"1079",2010,"November",9,684.968137254902
"1080",2011,"November",9,607.987745098039
"1081",2012,"November",9,727.361111111111
"1082",2013,"November",9,496.301388888889
"1083",2014,"November",9,449.566919191919
"1084",2015,"November",9,587.955128205128
"1085",2016,"November",9,615.982905982906
"1086",2017,"November",9,697.489130434783
"1087",2018,"November",9,658.506666666667
"1088",2009,"October",9,772.277777777778
"1089",2010,"October",9,534.338235294118
"1090",2011,"October",9,372.850490196078
"1091",2012,"October",9,639.680555555556
"1092",2013,"October",9,648.291666666667
"1093",2014,"October",9,643.931818181818
"1094",2015,"October",9,749.255341880342
"1095",2016,"October",9,401.102564102564
"1096",2017,"October",9,542.603703703704
"1097",2018,"October",9,517.551470588235
"1098",2009,"September",9,633.970588235294
"1099",2010,"September",9,688.887755102041
"1100",2011,"September",9,668.889705882353
"1101",2012,"September",9,447.720588235294
"1102",2013,"September",9,581.555
"1103",2014,"September",9,532.338541666667
"1104",2015,"September",9,596.229166666667
"1105",2016,"September",9,701.844246031746
"1106",2017,"September",9,549.230691056911
"1107",2018,"September",9,432.037581699346
"1108",2010,"April",10,560.5
"1109",2011,"April",10,444.634803921569
"1110",2012,"April",10,685.585648148148
"1111",2013,"April",10,736.407407407407
"1112",2014,"April",10,669.915364583333
"1113",2015,"April",10,890.853009259259
"1114",2016,"April",10,523.07825203252
"1115",2017,"April",10,576.416666666667
"1116",2018,"April",10,700.044217687075
"1117",2019,"April",10,699.444727891157
"1118",2009,"August",10,609.254901960784
"1119",2010,"August",10,602.372549019608
"1120",2011,"August",10,596.198529411765
"1121",2012,"August",10,740.574074074074
"1122",2013,"August",10,600.25
"1123",2014,"August",10,463.299479166667
"1124",2015,"August",10,573.513888888889
"1125",2016,"August",10,675.82905982906
"1126",2017,"August",10,639.094791666667
"1127",2018,"August",10,709.750816993464
"1128",2009,"December",10,696.293981481482
"1129",2010,"December",10,848.84375
"1130",2011,"December",10,509.352941176471
"1131",2012,"December",10,729.108796296296
"1132",2013,"December",10,661.35775862069
"1133",2014,"December",10,679.822916666667
"1134",2015,"December",10,751.541666666667
"1135",2016,"December",10,670.708333333333
"1136",2017,"December",10,580.700520833333
"1137",2018,"December",10,647.331699346405
"1138",2010,"February",10,606.247685185185
"1139",2011,"February",10,641.463235294118
"1140",2012,"February",10,775.93287037037
"1141",2013,"February",10,617.25462962963
"1142",2014,"February",10,613.4453125
"1143",2015,"February",10,617.180555555556
"1144",2016,"February",10,680.804563492063
"1145",2017,"February",10,679.742117117117
"1146",2018,"February",10,617.760416666667
"1147",2019,"February",10,487.738715277778
"1148",2010,"January",10,347.696759259259
"1149",2011,"January",10,567.080882352941
"1150",2012,"January",10,617.356481481482
"1151",2013,"January",10,653.855392156863
"1152",2014,"January",10,653.368489583333
"1153",2015,"January",10,537.223484848485
"1154",2016,"January",10,440.090277777778
"1155",2017,"January",10,582.420138888889
"1156",2018,"January",10,682.853260869565
"1157",2019,"January",10,587.206839032527
"1158",2009,"July",10,790.252450980392
"1159",2010,"July",10,478.516203703704
"1160",2011,"July",10,345.105392156863
"1161",2012,"July",10,663.319444444444
"1162",2013,"July",10,707.821078431373
"1163",2014,"July",10,621.473958333333
"1164",2015,"July",10,744.782051282051
"1165",2016,"July",10,442.137896825397
"1166",2017,"July",10,629.332291666667
"1167",2018,"July",10,614.991666666667
"1168",2019,"July",10,580.237179487179
"1169",2009,"June",10,577.737745098039
"1170",2010,"June",10,625.837962962963
"1171",2011,"June",10,745.441176470588
"1172",2012,"June",10,480.358796296296
"1173",2013,"June",10,408.30637254902
"1174",2014,"June",10,557.955882352941
"1175",2015,"June",10,574.263211382114
"1176",2016,"June",10,690.208333333333
"1177",2017,"June",10,631.114035087719
"1178",2018,"June",10,585.263020833333
"1179",2019,"June",10,360.089869281046
"1180",2010,"March",10,666.25462962963
"1181",2011,"March",10,686.69362745098
"1182",2012,"March",10,730.569444444444
"1183",2013,"March",10,705.30787037037
"1184",2014,"March",10,605.229838709677
"1185",2015,"March",10,645.962837837838
"1186",2016,"March",10,667.614157527418
"1187",2017,"March",10,774.547008547009
"1188",2018,"March",10,744.48670212766
"1189",2019,"March",10,569.829931972789
"1190",2009,"May",10,442.875
"1191",2010,"May",10,613.726851851852
"1192",2011,"May",10,626.071078431373
"1193",2012,"May",10,739.49537037037
"1194",2013,"May",10,819.358796296296
"1195",2014,"May",10,514.736559139785
"1196",2015,"May",10,432.911184210526
"1197",2016,"May",10,621.206395348837
"1198",2017,"May",10,623.014254385965
"1199",2018,"May",10,628.587673611111
"1200",2019,"May",10,544.16
"1201",2009,"November",10,626.05787037037
"1202",2010,"November",10,659.033854166667
"1203",2011,"November",10,676.514705882353
"1204",2012,"November",10,584.831018518518
"1205",2013,"November",10,425.25
"1206",2014,"November",10,590.228535353535
"1207",2015,"November",10,617.551041666667
"1208",2016,"November",10,675.28952991453
"1209",2017,"November",10,800.028985507246
"1210",2018,"November",10,552.569166666667
"1211",2009,"October",10,555.909722222222
"1212",2010,"October",10,461.480392156863
"1213",2011,"October",10,574.424019607843
"1214",2012,"October",10,643.773148148148
"1215",2013,"October",10,595.014880952381
"1216",2014,"October",10,734.352272727273
"1217",2015,"October",10,567.083333333333
"1218",2016,"October",10,556.709401709402
"1219",2017,"October",10,611.903703703704
"1220",2018,"October",10,606.353758169935
"1221",2009,"September",10,656.93137254902
"1222",2010,"September",10,758.8025
"1223",2011,"September",10,467.65931372549
"1224",2012,"September",10,663.151960784314
"1225",2013,"September",10,592.483333333333
"1226",2014,"September",10,585.0078125
"1227",2015,"September",10,659.91875
"1228",2016,"September",10,554.732142857143
"1229",2017,"September",10,451.934523809524
"1230",2018,"September",10,602.691993464052
"1231",2010,"April",11,384.854166666667
"1232",2011,"April",11,686.004901960784
"1233",2012,"April",11,759.094907407407
"1234",2013,"April",11,705.905092592593
"1235",2014,"April",11,793.485677083333
"1236",2015,"April",11,675.450231481482
"1237",2016,"April",11,644.844512195122
"1238",2017,"April",11,701.637387387387
"1239",2018,"April",11,717.126700680272
"1240",2019,"April",11,714.832482993197
"1241",2009,"August",11,621.708333333333
"1242",2010,"August",11,614.254901960784
"1243",2011,"August",11,642.026960784314
"1244",2012,"August",11,524.858796296296
"1245",2013,"August",11,492.005208333333
"1246",2014,"August",11,561.390625
"1247",2015,"August",11,591.441239316239
"1248",2016,"August",11,714.497863247863
"1249",2017,"August",11,722.291666666667
"1250",2018,"August",11,527.272058823529
"1251",2009,"December",11,795.351851851852
"1252",2010,"December",11,589.674479166667
"1253",2011,"December",11,430.289215686275
"1254",2012,"December",11,763.777777777778
"1255",2013,"December",11,680.890804597701
"1256",2014,"December",11,668.921875
"1257",2015,"December",11,756.466463414634
"1258",2016,"December",11,567.721875
"1259",2017,"December",11,688.4921875
"1260",2018,"December",11,679.609477124183
"1261",2010,"February",11,639.56712962963
"1262",2011,"February",11,654.105392156863
"1263",2012,"February",11,528.247685185185
"1264",2013,"February",11,646.219907407407
"1265",2014,"February",11,635.611979166667
"1266",2015,"February",11,600.552083333333
"1267",2016,"February",11,693.318452380952
"1268",2017,"February",11,535.667792792793
"1269",2018,"February",11,524.713541666667
"1270",2019,"February",11,544.147569444444
"1271",2010,"January",11,451.55787037037
"1272",2011,"January",11,584.002450980392
"1273",2012,"January",11,573.80787037037
"1274",2013,"January",11,657.384803921569
"1275",2014,"January",11,555.243279569892
"1276",2015,"January",11,490.080808080808
"1277",2016,"January",11,541.114087301587
"1278",2017,"January",11,610.03125
"1279",2018,"January",11,614.290760869565
"1280",2019,"January",11,628.496666666667
"1281",2009,"July",11,449.382352941176
"1282",2010,"July",11,454.203703703704
"1283",2011,"July",11,611.232843137255
"1284",2012,"July",11,719.071759259259
"1285",2013,"July",11,717.174019607843
"1286",2014,"July",11,729.029947916667
"1287",2015,"July",11,507.34188034188
"1288",2016,"July",11,607.055555555556
"1289",2017,"July",11,655.053861788618
"1290",2018,"July",11,643.980833333333
"1291",2019,"July",11,562.573717948718
"1292",2009,"June",11,630.350490196078
"1293",2010,"June",11,707.956018518518
"1294",2011,"June",11,567.825980392157
"1295",2012,"June",11,414.641203703704
"1296",2013,"June",11,589.661764705882
"1297",2014,"June",11,571.200980392157
"1298",2015,"June",11,605.799796747967
"1299",2016,"June",11,563.861111111111
"1300",2017,"June",11,568.003289473684
"1301",2018,"June",11,459.657986111111
"1302",2019,"June",11,541.083333333333
"1303",2010,"March",11,697.530092592593
"1304",2011,"March",11,856.93137254902
"1305",2012,"March",11,783.157407407407
"1306",2013,"March",11,598.030092592593
"1307",2014,"March",11,611.379032258065
"1308",2015,"March",11,699.244369369369
"1309",2016,"March",11,824.577268195414
"1310",2017,"March",11,663.236111111111
"1311",2018,"March",11,770.817708333333
"1312",2019,"March",11,531.656462585034
"1313",2009,"May",11,641.702777777778
"1314",2010,"May",11,587.368055555556
"1315",2011,"May",11,579.112745098039
"1316",2012,"May",11,806.981481481482
"1317",2013,"May",11,600.743055555556
"1318",2014,"May",11,498.592741935484
"1319",2015,"May",11,557.201754385965
"1320",2016,"May",11,632.277131782946
"1321",2017,"May",11,622.197368421053
"1322",2018,"May",11,548.477836879433
"1323",2019,"May",11,490.49
"1324",2009,"November",11,663.631944444444
"1325",2010,"November",11,719.729166666667
"1326",2011,"November",11,779.311274509804
"1327",2012,"November",11,495.918981481481
"1328",2013,"November",11,573.443055555556
"1329",2014,"November",11,623.401515151515
"1330",2015,"November",11,667.59375
"1331",2016,"November",11,780.069444444444
"1332",2017,"November",11,648.509963768116
"1333",2018,"November",11,469.683333333333
"1334",2009,"October",11,478.291666666667
"1335",2010,"October",11,649.828431372549
"1336",2011,"October",11,603.747549019608
"1337",2012,"October",11,638.44212962963
"1338",2013,"October",11,749.278735632184
"1339",2014,"October",11,586.329545454545
"1340",2015,"October",11,470.11217948718
"1341",2016,"October",11,602.738247863248
"1342",2017,"October",11,569.250925925926
"1343",2018,"October",11,651.349673202614
"1344",2009,"September",11,762.598039215686
"1345",2010,"September",11,536.113636363636
"1346",2011,"September",11,360.605392156863
"1347",2012,"September",11,688.026960784314
"1348",2013,"September",11,619.208333333333
"1349",2014,"September",11,569.278645833333
"1350",2015,"September",11,729.059375
"1351",2016,"September",11,483.061507936508
"1352",2017,"September",11,543.878968253968
"1353",2018,"September",11,656.398692810458
"1354",2010,"April",12,624.530092592593
"1355",2011,"April",12,664.421568627451
"1356",2012,"April",12,820.87962962963
"1357",2013,"April",12,836.814814814815
"1358",2014,"April",12,688.502604166667
"1359",2015,"April",12,531.027777777778
"1360",2016,"April",12,712.401785714286
"1361",2017,"April",12,719.78399122807
"1362",2018,"April",12,727.759548611111
"1363",2019,"April",12,797.994047619048
"1364",2009,"August",12,661.333333333333
"1365",2010,"August",12,668.213235294118
"1366",2011,"August",12,760.526960784314
"1367",2012,"August",12,489.289351851852
"1368",2013,"August",12,620.333333333333
"1369",2014,"August",12,577.006510416667
"1370",2015,"August",12,596.924145299145
"1371",2016,"August",12,775.3
"1372",2017,"August",12,562.35
"1373",2018,"August",12,494.777777777778
"1374",2009,"December",12,598.856481481482
"1375",2010,"December",12,446.932291666667
"1376",2011,"December",12,674.845588235294
"1377",2012,"December",12,780.953703703704
"1378",2013,"December",12,751.984195402299
"1379",2014,"December",12,782.729166666667
"1380",2015,"December",12,654.313008130081
"1381",2016,"December",12,674.019791666667
"1382",2017,"December",12,714.3671875
"1383",2018,"December",12,666.651960784314
"1384",2010,"February",12,737.402777777778
"1385",2011,"February",12,516.767156862745
"1386",2012,"February",12,394.398148148148
"1387",2013,"February",12,677.949074074074
"1388",2014,"February",12,647.313802083333
"1389",2015,"February",12,655.584490740741
"1390",2016,"February",12,784.52380952381
"1391",2017,"February",12,417.228603603604
"1392",2018,"February",12,644.736979166667
"1393",2019,"February",12,515.098958333333
"1394",2010,"January",12,499.041666666667
"1395",2011,"January",12,600.544117647059
"1396",2012,"January",12,655.074074074074
"1397",2013,"January",12,500
"1398",2014,"January",12,573.44623655914
"1399",2015,"January",12,611.910353535354
"1400",2016,"January",12,629.193452380952
"1401",2017,"January",12,619.047149122807
"1402",2018,"January",12,611.316123188406
"1403",2019,"January",12,479.376633986928
"1404",2009,"July",12,424.125
"1405",2010,"July",12,600.863425925926
"1406",2011,"July",12,627.078431372549
"1407",2012,"July",12,700.092592592593
"1408",2013,"July",12,854.575980392157
"1409",2014,"July",12,499.188802083333
"1410",2015,"July",12,299.614316239316
"1411",2016,"July",12,589.075396825397
"1412",2017,"July",12,670.345528455285
"1413",2018,"July",12,646.666666666667
"1414",2019,"July",12,597.470352564103
"1415",2009,"June",12,738.044117647059
"1416",2010,"June",12,488.414351851852
"1417",2011,"June",12,535.558823529412
"1418",2012,"June",12,634.108796296296
"1419",2013,"June",12,565.213235294118
"1420",2014,"June",12,596.712009803922
"1421",2015,"June",12,672.17987804878
"1422",2016,"June",12,581.154761904762
"1423",2017,"June",12,425.156798245614
"1424",2018,"June",12,548.214409722222
"1425",2019,"June",12,487.360294117647
"1426",2010,"March",12,800.564814814815
"1427",2011,"March",12,715.487745098039
"1428",2012,"March",12,732.462962962963
"1429",2013,"March",12,611.18287037037
"1430",2014,"March",12,713.354838709677
"1431",2015,"March",12,695.876126126126
"1432",2016,"March",12,725.043650793651
"1433",2017,"March",12,672.276709401709
"1434",2018,"March",12,659.284574468085
"1435",2019,"March",12,628.823129251701
"1436",2009,"May",12,655.116666666667
"1437",2010,"May",12,611.509259259259
"1438",2011,"May",12,619.825980392157
"1439",2012,"May",12,568.326388888889
"1440",2013,"May",12,434.231481481481
"1441",2014,"May",12,578.305107526882
"1442",2015,"May",12,579.199324324324
"1443",2016,"May",12,667.152131782946
"1444",2017,"May",12,704.980263157895
"1445",2018,"May",12,567.272163120567
"1446",2019,"May",12,389.42
"1447",2009,"November",12,708.761574074074
"1448",2010,"November",12,736.966145833333
"1449",2011,"November",12,512.553921568627
"1450",2012,"November",12,651.298611111111
"1451",2013,"November",12,547.993055555556
"1452",2014,"November",12,674.219696969697
"1453",2015,"November",12,700.102642276423
"1454",2016,"November",12,589.792735042735
"1455",2017,"November",12,551.117753623188
"1456",2018,"November",12,597.980833333333
"1457",2009,"October",12,595.298611111111
"1458",2010,"October",12,615.372549019608
"1459",2011,"October",12,647.81862745098
"1460",2012,"October",12,748.483796296296
"1461",2013,"October",12,661.137931034483
"1462",2014,"October",12,508.20202020202
"1463",2015,"October",12,551.001068376068
"1464",2016,"October",12,591.105769230769
"1465",2017,"October",12,626.875925925926
"1466",2018,"October",12,733.730392156863
"1467",2009,"September",12,539.955882352941
"1468",2010,"September",12,409.820707070707
"1469",2011,"September",12,575.321078431373
"1470",2012,"September",12,678.203431372549
"1471",2013,"September",12,621.396666666667
"1472",2014,"September",12,672.58203125
"1473",2015,"September",12,583.054166666667
"1474",2016,"September",12,585.96130952381
"1475",2017,"September",12,564.810515873016
"1476",2018,"September",12,641.383012820513
"1477",2010,"April",13,657.145833333333
"1478",2011,"April",13,704.139705882353
"1479",2012,"April",13,924.127314814815
"1480",2013,"April",13,579.759259259259
"1481",2014,"April",13,717.9921875
"1482",2015,"April",13,651.520833333333
"1483",2016,"April",13,735.586382113821
"1484",2017,"April",13,767.064692982456
"1485",2018,"April",13,820.845486111111
"1486",2019,"April",13,605.950680272109
"1487",2009,"August",13,698.867647058824
"1488",2010,"August",13,785.066176470588
"1489",2011,"August",13,495.002450980392
"1490",2012,"August",13,650.351851851852
"1491",2013,"August",13,681.90625
"1492",2014,"August",13,602.936197916667
"1493",2015,"August",13,615.915598290598
"1494",2016,"August",13,656.138541666667
"1495",2017,"August",13,526.692708333333
"1496",2018,"August",13,568.508986928105
"1497",2009,"December",13,479.05787037037
"1498",2010,"December",13,732.0703125
"1499",2011,"December",13,689.110294117647
"1500",2012,"December",13,702.405092592593
"1501",2013,"December",13,792.205459770115
"1502",2014,"December",13,623.717447916667
"1503",2015,"December",13,563.450203252033
"1504",2016,"December",13,657.800213675214
"1505",2017,"December",13,679.806423611111
"1506",2018,"December",13,568.880718954248
"1507",2010,"February",13,552.050925925926
"1508",2011,"February",13,402.90931372549
"1509",2012,"February",13,691.444444444444
"1510",2013,"February",13,713.553240740741
"1511",2014,"February",13,681.799731182796
"1512",2015,"February",13,668.652777777778
"1513",2016,"February",13,664.375992063492
"1514",2017,"February",13,579.632882882883
"1515",2018,"February",13,673.75
"1516",2019,"February",13,607.440476190476
